idx,class,conversation
721,일반 대화,원티드 영화도 재밌었던 것 같아\n 난 그거 액션이 진짜 잘만든 것 같아\n 그 총쏘는 액션 그걸 잘한 것 같아\n 응응 키키 그 연출 부분을 잘한듯?\n 약간 메트릭스같은 느낌이었어\n 그니까 하하 그래서 재밌게 봤던 것 같아\n 거기 주인공이 누구였지?\n 안젤리나 졸리랑 남자 배우가 음\n 아아! 제임스 맥어보이 였다\n 키키 아 맞네 둘다 연기도 엄청 잘하잖아\n 그니까 키키 그래서 몰입감 좋았던 것 같아\n 그리고 모건 프리먼도 있었어!
722,일반 대화,저녁 뭐 드셨슈\n 오늘 저녁 오차즈케 먹었슴당\n 오차즈케? 그게 모야...\n 그거 일본식인데 키키 녹차 같은 거에 밥 말아서 먹는 거 키키\n 근데 짭조름해\n 졸 희안한 거 먹었넹...\n 키키 명란맛 오차즈케 해서 촵촵 먹었습니당\n 그게 모야... 보리차에 굴비 먹는 그런 건가\n 앜 키키 맞아맞아 그런 느낌쓰\n 키키 맛있어?\n 어디 팔아\n 그거 아마 인터넷에 다 팔껄...\n 나는 부산 국제시장 같은데 가면 쟁여옴 키키\n 일식을 되게 좋아하시네여\n 네 사랑입니돠아 키키\n 저녁은 뭐 드셨수?\n 뭐가 그걸 만들어 먹었어?\n 아니 파는 고야 키키 그냥 물만 부으면 됨 키키\n 세상에나 난 족발... 막국수...\n 와... 진짜 세상 맛있는 거 드셨네요...\n 막국수 마싯겠다
723,일반 대화,아 다들 다이어트에 관심 많어?\n 다이어트는 이제 내 숙명이 되었어\n 다이어트... 제 목표 1순위죠 지금\n 키키 나도.\n 하지만 다이어트는 성공하기 절대 불가야 난\n 다이어트를 하는 가장 좋은 방법은?\n 지방제거흡입술을 시행하면 보다 빠르게 가능하죠 효과도 보장!\n 헬스에서 피티를 끊는 게 좋지 않을까\n 운동하는 방법도 알아야 하니\n 지방 제거 흡입은 건강에 좋지 않아?\n 건강에 안 좋기 보다는 지갑 건강에 안 좋지\n 아 그래도 지흡 해보고 싶다\n 그냥 운동을 열심히 해서 건강도 잡아\n 지흡하면 무조건 운동해야 해서...\n 근데 허벅지 안쪽 킬러\n 아 허벅지 안쪽 진짜 하고 싶다\n 허벅지를 하면 이뻐 보여?\n 허벅지 안 달라 붙으니까 더 말라 보여\n 맞아\n 뼈말라는 될 수 없지만\n 뼈 하니까 뼈해장국이 먹고 싶네\n 키키 뼈 마르게 말라보고 싶다 진짜
724,일반 대화,결혼 기념일에 와이프 선물 뭐 해줬어?\n 결혼 기념일에 뭐니해도 돈이지~\n 역시 오빠네는 머니가 최고구나 키키\n 맞아 맘에 안든 선물 주는 거보다 낫지!\n 그래도 샤넬백 하나 사주면 모든 여자들은 다 좋아하지 않을까?\n 어...!? 샤넬백?! 그럼 내 용돈은 없겠는 걸...\n 샤넬 사가면 반찬이 달라진다는데? 키키\n 반찬 달라지겠지만 내 삶의 질도 달라지지 않을까...?\n 키키 왜~ 그래도 아직 신혼이잖아 키키\n 키키 아 그럼 나는 진짜 일의 노예가 돼야 된단 말야...\n 오빠는 언니한테 뭐 받았는데?\n 나는 항상 물어보더라 뭐 갖고 싶냐고\n 그래서 뭐 갖고 싶다 했는데?\n 지갑 사달라고 했어 너무 헤졌거든...\n 어떤 브랜드 지갑 사 달라 했어?\n 남자는 무조건 비싼 거! 비싼 거 사 달라 했지!
725,일반 대화,** 메타버스 함께 하자 제페토 재미있음 키키 나 옷 좀 사줘^^\n 내가 자주 안 들어가서 포인트가 안 쌓이네 키키\n ** 사주고 싶은데 메타버스 세계 안에서 옷도 사다니!\n 노력해 볼게용 키키\n 나도 사고 싶은 옷이 많더라\n 오늘도 제페토를 하느라고 밤을 샜네^^\n 제페토에서 나는 친구도 사귀었음...\n 그 친구들이 옷도 사주고 선물도 해주더라 키키\n 뭐 친구도 사겼다고 ** 친구는 난데요 키키\n 누구야?\n 키키\n 뭐? 나의 오소리 친구들\n **도 함께하자 제페토 월드\n 아니? 오소리들 부자친구노 키키\n 활동 많이 하면 포인트 주제\n **처럼 사진 찍고\n 키키 아니...안 주더라\n 포인트 안 주더라
726,일반 대화,프로야구 2004라는 모바일 게임 해봤어?\n 나는 어릴 때 해봤었지 키키\n 오 안해본게 없네?\n 그것도 친구들 사이에서 인기였어 하하\n 조작 방법이 쉬웠나?\n 옛날에 광클이라고 들어봤어?\n 키키 오 광클하는 게임이야?\n 그 타자가 주루할 때 그래야 했거든\n 오 키키 신기하다 그것도 다음 버전이 있었어?\n 응응 버전업 될때마다 했었던 기억이 나네\n 신기하다 야구 게임은 난 안해봤거든\n 옛날엔 야구가 되게 인기가 많았거든!
727,일반 대화,너 연애 할 때 자주 싸워?\n 아니\n 자주는 아니고 가끔?\n 싸워\n 싸우는 이유가 뭐라고 생각해?\n 그냥 사소한 걸로 싸우지 뭐\n 서운하다고 키키\n 너도 여자친구한테 서운한 감정 많이 느껴?\n 아니\n 나는 거의 없지\n 여자친구가 너무 잘해주니까\n 서운한 감정을 여자들이 많이 느끼는 거 같더라 키키\n 웅 맞아\n 여자들은 어쩔 수 없어... 키키\n 키키 뭐가 그렇게 다 서운하고 섭섭하다는지 모르겠다 키키\n 그니까 잘 삐져\n 그리고 키키 피곤하게\n 아 그거 풀어주는 거 너무 힘들어 키키\n 웅 맞아\n 나 그러다 화나 키키
728,일반 대화,롱패딩을 꺼냈어\n 날이 추워서?\n 응 엄청 추워\n 맞아 오늘 엄청 춥기는 해\n 저번주에는 반팔을 입었는데...\n 맞아 나도 그랬어\n 봄여름 겨울겨울이야!\n 맞아 이젠 가을이 없어졌어\n 난 가을이 좋은데\n 나도 그래서 너무 슬퍼
729,일반 대화,강아지 오늘도 진드기 나오네;\n 약은 분명 50일정도 간다고 했는데\n 이상한 걸 알아냈다.\n 진드기에 대해서 말이야?\n 요즘 전에 보이던 진드기는 안보여.\n 근데 참깨같은 진드기만 보인다?\n 그냥 계절 차이가 아닐까?\n 진드기약 내성을 가진 진드기의 출현 아닐까?\n 약간 진화론적인 생각이네.\n 참깨같은 진드기 최근에 처음 봐.\n 그래도 안 크지 않아?\n 강아지 진드기약이 안듣는 것 같아서 문제지.\n 그게 바로 죽는게 아니니깐 그러지.
730,일반 대화,우리 오랜만에 “카트라이더” 한판 할까?\n 오랜만에 들어보는 이름이군^^\n 다들 장갑이 어떻게 되실까나?\n 나는 무지개 장갑 손가락 1개^^\n 진짜 많이 했었던 기억이 나네^^\n 우와~ 무지개라고?\n **이 완전 카트라이더구나~\n 무지개라니... 대박인데?\n 하지만 이 몸은 검은 장갑 3손가락이라네!\n 거의 개발자 수준이라는 말인데...\n 좀 많이 달렸었나보네~?\n 나... 다른 게임 할게^^\n 카트라이더는 고인물들의 세계구나^^;\n 에이~ 아니야^^ 같이 해보자~\n 오랜만이라 실력도 안나올텐데 뭐~\n 그래그래^^ 우리 이제는 코스 기억도 안나^^\n 흥~ 안해! 그냥 “크레이지아케이드” 할거야~!\n 오오 이 게임도 많이 했었지^^\n 나는 “실버 엔젤 그린 옐로우” 레벨등급^^\n 뭐라고? 그러면 레벨이 700이라는 건데...\n 레벨 700?!\n **이 너 학교 안다니고 PC방에서 살았구나\n 아...아니 뭐 그 정도는 아니고^^\n 아니긴... 게임만 하고 살았나보군!
731,일반 대화,"자동차는 살아가는 데 필요한 수단이긴 하지만 돈 줄 새는 구멍이야.\n 왜 또 사고라도 났어?\n 언니, 운전 잘 못해서 버리는 돈만 최소화해도 절반은 간다.\n 그래. 평안한 마음가짐으로 안전운전해도 모르는 사이에 생기는 게 사고야.\n 잔소리 좀 그만해.\n 언니 흑역사가 한두개여야 말이지.\n 저번에 불법 주차해서 과태료 물었잖아.\n 안그래도 과태료 2배 인상 됐다더라.\n 그건 약과지. 언니 스피드레이서?\n 그거 보고 앞에 가는 차 따라 잡는다고 동일 차로에서 급 추월한 적도 있잖아.\n 매너가 심각한데?\n 와 그 때 아찔했다.\n 그 차가 먼저 근접거리에서 중앙선 침범하고 달려왔다고!\n 진정해. 그 성격이 문제다."
732,일반 대화,여기서 기차 몇 시간 탔다 했지?\n 진주서 4시간...?\n 헐... 진짜 머네...\n 아기랑 오기에  넘 멀다 진짜\n 정촌은 시내버스 요런 거 괜ㅊ나ㅏ?\n 그니까 애기 데리고 버스 타기도 그렇자나\n 아기 지금 5살이가?\n 몇 번 보도 못함\n 응 코로나만 없으면 그나마 나은데 ㅠ\n 애기 데리고 화장실이라던지 바람 쐬고 이런 거 때매 버스는 힘들대\n 아기 데리고 버스 불가능인 듯\n 내년에 5세 유치원 가욤 하하\n 친구들 보면 거의 KTX아니면 비행기 타더라\n * 애기 근데 진짜 잘생김...\n 맞아\n 아기는 기차! 버스는 상상조차...\n 오... 엄마 닮은 거얌?\n 나중에 아이돌 시켜야 한다고 강력 주장함\n 나 닮았니? 키키 기분은 좋아\n 나 딸 맞으면 사돈 맺자
733,일반 대화,언니 아빠랑 더 친해요 엄마랑 더 친해요 키키\n 아빠랑 좀 더 친해! 키키 딸이 아빠 편 해줘야 하지 않겠나!\n 오 맞아요 키키 저희 아빠도 저희 말은 꿈쩍 못해요\n 키키 그니까 아빠들은 딸 바보라잖아!\n 맞아요 키키 저도 아빠가 더 좋아요 히히\n 너네 집은 딸이 둘이나 되니까 아빠가 엄청 좋아하시겠다! 키키\n 키키 아빠가 좋아하는 걸까요? 키키\n 시중 들고 계셔서 키키\n 키키 앜 키키 너네 아버지는 바쁘시겠다!\n 엄마랑 딸 둘 시중이면!  키키\n 키키 정말 엄마도 있었네 키키 남자 혼자 있으면 힘들어요 키키\n 키키 그러니까 아버지 진짜 대단하신거야!\n 키키 글쵸 진짜 아빠 같은 사람 만나고 싶은데 없네요?\n 하하 아빠같은 남자는 찾기 어려운 법이다...ㅜㅜ\n 키키  정말... 그래서 결혼을 못하나 봐요\n 아...! 키키 그래서 그럴지도 모르겠네! ㅜㅜ\n 맞아요 키키 진짜 그런 사람이 없어요\n 키키 잘 찾아보자!\n 일단... 아직은 시간이 많으니!
734,일반 대화,다이어트 하는 중임?\n 아니요...\n 매번 먹을 핑계 찾는 중입니다\n 난 다이어트 중임!\n 행님 시작하셨어요?\n 키키 좋네 좋아\n 부럽네 아직 ㅜㅜ\n 행님 시작할 때 같이 해야 하는데\n 콩국으로 만족이 될까...\n 그래야 동지애도 생겨서 열심히 하는데\n 내 샐러드도 추가해야겠다\n 후발주자로서 다이어트 돌입해야겠네요 키키\n 그니까 키키 같이 하자 **\n 서로서로 식단 운동량 체크하면서 같이 하시렵니까?
735,일반 대화,"같은 병실 쓰던 환자 살인 사건 알아?\n 어? 우리나라에서 있었던 일 이야?\n 응응 정신병원에서 70대 남성이 살인했대\n 70대 남성이 다른 사람을 살해한 거야?\n 응 같은 방 환자를 살해한 건데 치매라서 기억이 안 난대\n 헐... 정말 치매였던 걸까?\n 살해 당한 사람은 무슨 죄야...\n 그러게, 치매라고 하면 용서가 되는 줄 아나,\n 그니까... 아무리 치매라고 해도 사람 목숨을... 처벌 받아야지!\n 맞아... 근데 우리나라는 심신미약으로 처리하니깐 ㅜㅜ\n 그게 문제야 심신미약으로 계속 봐주니까 다들 심신미약을 주장하는 거잖아!...\n 맞아, 가뜩이나 정신병원에서 일어난 일이니깐,\n 진짜 너무하다...\n 유가족도 상처고 돌아가신 분은 진짜 안타까운 일 이네...\n 처음엔 살인미수로 잡았는데 그 환자가 사망하면서 바뀐 거래\n 아휴 살인미수에서 살인 사건으로 바꼈구나...\n 그러게, 무섭다 우리나라 정말 ㅠㅠ\n 우리나라도 법 좀 강화하고 살기 좋은 나라가 됐으면 좋겠다!"
736,일반 대화,지금 회사 이직 하기 너무 힘들겠지 ㅠㅠ\n 아무래도 지금 이직 하는 건 좀 무리일듯\n 음 그치\n 어디로 이직하려고?\n 그냥 회사 그만두고 싶어서 키키\n 어디 이직 할 데 생각해 놓은 곳 있어?\n 아 나도 그냥 일 그만두고 놀고싶다 키키\n 아니 ㅠㅠ\n 그냥 회사만 그만두고 싶어 키키\n 키키 모든 회사원들의 꿈이다\n 퇴직!\n 아 돈만 많으면 때려 치고 노는 건데 휴 ...\n 맞아 ㅠㅠ\n 진짜 회사 다니기 너무 힘들어 ㅠㅠ\n 맞아\n 돈 없어서 회사를 못 그만두는 거야\n 진짜 나는 여태까지 쉬지도 않고 일을 해서\n 돈만 아니면 회사 그만뒀지 ㅠㅠ\n 항상 가슴속에 사직서를 품고 있어야 해\n 진짜 그만두고 쉬고싶다 키키\n 돈이 뭐라고\n 그치\n 영원히 회사에 묶여 있어야 해 ㅠㅠ\n 키키 맞아\n 돈이 뭐라고\n 하지만 돈이 젤 필요해\n 진짜 그래도 우리 열심히 일하자 !\n 어쩔 수 없어
737,일반 대화,배우 중에 배수지가 제일 이쁜 것 같아\n 수지 이쁘죠 ㅠㅠ\n 저도 옛날에 좋아했어요\n 응 키키 아직도 청순하잖아\n 키키 맞아요 근데 요즘 티비에 잘 안 나오잖아요\n 그런 것 같아 키키 언제 컴백하려나\n 그러게요 ㅠㅠ 누나는 남자 배우는 안 좋아해요?\n 나는 기생충에 나왔던 배우 누구지 ?\n 최우식? 괜찮더라\n 아 키키 너무 마르지 않아요?\n 키 커서 괜찮아 키키\n 키키 누나는 그런 스타일 좋아해요?\n 응 키키 쌍커풀 없는 게 매력적이야\n 누나 남친도 무쌍이에요?\n 아니 내 남친은 쌍커풀 찐하다 키키\n 아 키키 무쌍이 매력적이다 해서 무쌍 좋아하는 줄 알았어요\n 키키 이상형은 이상형 뿐...\n 네… 키키 알겠어요 이상형은 이상형 뿐인 걸
738,일반 대화,오늘 인터넷이 갑자기 안되서 당황했어\n 아아… 그거 나도 그랬어\n 와이파이만 안되는 줄 알았는데 데이터 네트워크도 작동하지 않았어\n 그래서 낮에 일할 때 아무에게도 연락 안되고 일도 진행 못했어\n 그랬구나 근데 복구도 금방 됐네\n 그러게 말이야 근데 그거 우리만 그런 게 아니고 통신사에서 뭔가 장애가 있었나봐\n 진짜? 통신사 장애라고?\n 응 통신사에서 공지가 왔었네 알고 보니\n 휴 그럼 나만 문제있는 게 아니었네\n 응 괜찮아 키키 가끔 인터넷이 그런가봐
739,일반 대화,"다음 올림픽 프랑스에서 열린다는데 직관하러 가고 싶다\n 아 맞아 승마 경기 베르사유 궁전에서 한다고 해서 가 보고 싶어졌어\n 응응 경기 진행 장소 사진 뜬 거 보니까 가고 싶더라\n 아니 근데 2024 올림픽 스포츠 종목에는 브레이크 댄스가 있더라\n 맞아 전에 라디오에서 듣고 깜짝 놀랐잖아\n 그거 키키 아이돌 팬들이 다 00이 나가라고\n 키키 맞아 우리 애 나가면 1등 할 수 있을 것 같아\n 브레이크 댄스도 체조나 피겨처럼 기술 점수, 예술 점수로 평가하나?\n 그렇지 않을까?\n 근데 예술 점수 ㅠ 또 논란 있을 것 같은데 ㅠ\n 맞아 ㅠㅠ 심사위원 주관이 들어가니까 잘한 것 같은데 키키\n 근데 그거 스포츠 맞나\n 소치 동계 올림픽 생각하면... 충분히... 논란 있을 만도... 키키\n 그러게 스포츠 맞나...?\n 올림픽 정식 종목으로 채택됐으니까 스포츠 아닐까...?\n 근데 춤 한 번 추고 나면 경기 한 번 뛴 것처럼 힘든 것 같던데 키키\n 스포츠 종목으로는 걍 사격이나 양궁 같은 게 조작할 수 없어서 좋은 듯?\n 아 맞아 이번에 사격 은메달 딴 선수 봤어?\n 고등학생이었나? 되게 어린 친구던데\n 응응 애니메이션 좋아해서 일본어 할 줄 알아서 일본 선수랑 대화 나눴대\n 키키 귀여워 키키 그런 거 보면 딱 그 나이대 애 같다\n 재덕 선수 아이오아이 좋아하고 신유빈 선수 방탄소년단 좋아하는 것도\n 아 진짜 키키 근데 이번에 은메달 땄다는 그 선수는 주종목도 아니라며?\n 응응 주종목이 없어졌다고 했나?\n 그래서 도전 삼아 나가본 건데 은메달 땄다고...\n 이런 거 보면 진짜 세상 일은 어떻게 될지 모르는 것 같아\n 세계 대회에서는 어떤 변수가 있을지 모르는 거더라 응응\n 맞아 전년도 우승자가 반드시 다시 메달을 따는 것도 아니고"
